,en0.0,sp0.0
0,0.2842939248487606,0.41087305884379777
1,0.2918584521247449,0.405511178090606
2,0.27406873418466027,0.4085235553854227
3,0.27977243676312136,0.4465269074148659
4,0.3059280506922648,0.41181373889768597
5,0.3070254195618357,0.40058792195237475
6,0.3033914484012778,0.4029841955897376
7,0.31160277139432957,0.40482596444574126
8,0.30236401747150976,0.39527320399152555
9,0.28285821150402707,0.39813915665748056
10,0.28936717932112477,0.4053263904822685
11,0.28249620773241385,0.4019719807492531
12,0.2881820544505191,0.4034083929381924
13,0.290746287558066,0.4036197973328085
14,0.25129485238291455,0.4110251119697257
15,0.2292779270854307,0.3475052612977346
16,0.2746891252694026,0.37192077416191466
17,0.24558942521995714,0.3838705489302878
18,0.2645944589545879,0.3888185658796789
19,0.2622002860119452,0.3985352692797719
20,0.2591561119755279,0.4176461808931622
21,0.29485263916029436,0.42849761479271764
22,0.2948998822346209,0.41492568045659417
23,0.2723810418989343,0.40011038897178713
24,0.27135047432559706,0.42120294306736306
25,0.26762225869191436,0.4291100947718491
26,0.24697207935744736,0.4201669568415177
27,0.28752175048057643,0.42309055001505874
28,0.24225456681331947,0.4205497473048108
29,0.2660447407842234,0.4121793564069915
